uniqueid,country,year,location_type,cellphone_access,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,household_size,age_of_respondent,bank_account
uniqueid_332,Uganda,2018,Rural,Yes,Male,Parent,Single/Never Married,Secondary education,Other Income,2,21,0
uniqueid_333,Uganda,2018,Urban,Yes,Female,Head of Household,Married/Living together,Secondary education,No Income,3,25,0
uniqueid_334,Uganda,2018,Rural,No,Male,Head of Household,Single/Never Married,Primary education,Other Income,1,20,0
uniqueid_335,Uganda,2018,Urban,Yes,Female,Other relative,Single/Never Married,Secondary education,Formally employed Private,7,28,1
uniqueid_336,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,7,28,0
uniqueid_337,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,No formal education,Self employed,6,45,0
uniqueid_338,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,4,19,0
uniqueid_339,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Self employed,12,40,0
uniqueid_340,Uganda,2018,Urban,No,Female,Other relative,Single/Never Married,Secondary education,Other Income,4,16,0
uniqueid_341,Uganda,2018,Rural,No,Female,Parent,Single/Never Married,Secondary education,Self employed,5,18,0
uniqueid_342,Uganda,2018,Urban,Yes,Male,Other relative,Single/Never Married,Primary education,Self employed,7,19,0
uniqueid_343,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,No Income,2,22,0
uniqueid_344,Uganda,2018,Rural,Yes,Male,Child,Single/Never Married,Primary education,No Income,8,25,0
uniqueid_345,Uganda,2018,Rural,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,3,24,0
uniqueid_346,Uganda,2018,Rural,No,Female,Child,Married/Living together,Primary education,Self employed,8,21,0
uniqueid_347,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,Primary education,Other Income,1,65,0
uniqueid_348,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Other Income,2,22,0
uniqueid_349,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,11,44,0
uniqueid_350,Uganda,2018,Urban,No,Female,Head of Household,Widowed,No formal education,Other Income,5,39,0
uniqueid_351,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,Primary education,Other Income,6,28,0
uniqueid_352,Uganda,2018,Urban,Yes,Male,Head of Household,Single/Never Married,No formal education,Self employed,1,30,1
uniqueid_353,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private,4,38,1
uniqueid_354,Uganda,2018,Rural,Yes,Male,Head of Household,Widowed,Primary education,Other Income,1,45,0
uniqueid_355,Uganda,2018,Urban,No,Female,Spouse,Married/Living together,Secondary education,Other Income,3,22,0
uniqueid_356,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,3,33,0
uniqueid_357,Uganda,2018,Rural,Yes,Male,Parent,Single/Never Married,Primary education,Self employed,8,19,0
uniqueid_358,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,4,38,0
uniqueid_359,Uganda,2018,Rural,Yes,Male,Parent,Divorced/Seperated,Secondary education,Self employed,8,32,1
uniqueid_360,Uganda,2018,Urban,Yes,Female,Parent,Single/Never Married,Vocational/Specialised training,Formally employed Private,8,23,1
uniqueid_361,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,Secondary education,Self employed,2,84,0
uniqueid_362,Uganda,2018,Rural,Yes,Male,Head of Household,Divorced/Seperated,Primary education,Self employed,1,47,0
uniqueid_363,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,2,20,0
uniqueid_364,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Other Income,7,34,0
uniqueid_365,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,8,60,0
uniqueid_366,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,5,37,0
uniqueid_367,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,6,31,0
uniqueid_368,Uganda,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Self employed,13,32,0
uniqueid_369,Uganda,2018,Rural,No,Female,Head of Household,Widowed,No formal education,No Income,5,75,0
uniqueid_370,Uganda,2018,Rural,No,Female,Head of Household,Widowed,No formal education,Other Income,1,60,0
uniqueid_371,Uganda,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Other Income,5,44,0
uniqueid_372,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Other Income,3,21,0
uniqueid_373,Uganda,2018,Rural,Yes,Female,Head of Household,Single/Never Married,Primary education,Dont Know/Refuse to answer,2,57,1
uniqueid_374,Uganda,2018,Urban,No,Male,Other relative,Single/Never Married,Secondary education,Other Income,3,16,0
uniqueid_375,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Secondary education,Self employed,2,18,0
uniqueid_376,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,5,22,0
uniqueid_377,Uganda,2018,Urban,Yes,Female,Head of Household,Married/Living together,Secondary education,Formally employed Private,5,28,1
uniqueid_378,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,No formal education,Self employed,10,44,0
uniqueid_379,Uganda,2018,Urban,No,Female,Spouse,Married/Living together,No formal education,Other Income,4,28,0
uniqueid_380,Uganda,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,6,23,0
uniqueid_381,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Self employed,6,45,0
uniqueid_382,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,Primary education,Other Income,1,39,0
uniqueid_383,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,No Income,6,68,0
uniqueid_384,Uganda,2018,Urban,No,Female,Head of Household,Widowed,No formal education,Other Income,3,75,0
uniqueid_385,Uganda,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Self employed,5,62,0
uniqueid_386,Uganda,2018,Rural,No,Male,Parent,Single/Never Married,Primary education,No Income,8,17,0
uniqueid_387,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Other Income,4,47,0
uniqueid_388,Uganda,2018,Rural,Yes,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Other Income,3,20,0
uniqueid_389,Uganda,2018,Urban,Yes,Female,Head of Household,Widowed,Primary education,Self employed,3,57,0
uniqueid_390,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,No Income,3,18,0
uniqueid_391,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,4,62,1
uniqueid_392,Uganda,2018,Urban,Yes,Female,Head of Household,Married/Living together,Primary education,Self employed,5,35,0
uniqueid_393,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Self employed,7,35,0
uniqueid_394,Uganda,2018,Urban,Yes,Female,Head of Household,Widowed,Vocational/Specialised training,Self employed,1,58,0
uniqueid_395,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Other Income,3,22,0
uniqueid_396,Uganda,2018,Urban,Yes,Female,Head of Household,Divorced/Seperated,Secondary education,Self employed,3,53,0
uniqueid_397,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Other Income,1,19,0
uniqueid_398,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,8,36,0
uniqueid_399,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,6,35,0
uniqueid_400,Uganda,2018,Rural,Yes,Female,Head of Household,Married/Living together,Vocational/Specialised training,Dont Know/Refuse to answer,1,35,1
uniqueid_401,Uganda,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,8,35,0
uniqueid_402,Uganda,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Secondary education,No Income,2,31,0
uniqueid_403,Uganda,2018,Rural,Yes,Female,Head of Household,Widowed,No formal education,No Income,2,65,0
uniqueid_404,Uganda,2018,Rural,No,Female,Head of Household,Married/Living together,Primary education,No Income,4,18,0
uniqueid_405,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,11,53,0
uniqueid_406,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,4,48,0
uniqueid_407,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,4,60,0
uniqueid_408,Uganda,2018,Rural,No,Male,Head of Household,Single/Never Married,Primary education,Other Income,1,36,0
uniqueid_409,Uganda,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Tertiary education,Other Income,2,25,1
uniqueid_410,Uganda,2018,Rural,No,Female,Head of Household,Widowed,No formal education,Other Income,5,65,0
uniqueid_411,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Self employed,9,32,0
uniqueid_412,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Self employed,7,29,0
uniqueid_413,Uganda,2018,Rural,Yes,Male,Head of Household,Widowed,Primary education,Self employed,2,53,0
uniqueid_414,Uganda,2018,Urban,Yes,Female,Head of Household,Widowed,Primary education,Self employed,4,62,0
uniqueid_415,Uganda,2018,Rural,No,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,2,40,0
uniqueid_416,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Other Income,4,40,0
uniqueid_417,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Other Income,4,30,0
uniqueid_418,Uganda,2018,Rural,No,Female,Head of Household,Married/Living together,Secondary education,Other Income,1,22,0
uniqueid_419,Uganda,2018,Rural,No,Female,Head of Household,Divorced/Seperated,No formal education,Self employed,3,35,0
uniqueid_420,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,2,52,0
uniqueid_421,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,3,21,0
uniqueid_422,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,5,32,0
uniqueid_423,Uganda,2018,Rural,Yes,Male,Parent,Single/Never Married,Primary education,Self employed,7,21,0
uniqueid_424,Uganda,2018,Rural,Yes,Male,Parent,Married/Living together,Primary education,Other Income,8,31,0
uniqueid_425,Uganda,2018,Rural,Yes,Female,Other relative,Divorced/Seperated,Primary education,Self employed,3,32,0
uniqueid_426,Uganda,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Other Income,11,60,0
uniqueid_427,Uganda,2018,Rural,No,Female,Head of Household,Widowed,No formal education,Self employed,3,56,0
uniqueid_428,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Other Income,3,21,0
uniqueid_429,Uganda,2018,Urban,No,Female,Parent,Single/Never Married,Secondary education,No Income,5,18,1
uniqueid_430,Uganda,2018,Rural,No,Female,Head of Household,Widowed,No formal education,Other Income,2,90,0
uniqueid_431,Uganda,2018,Urban,Yes,Female,Other non-relatives,Single/Never Married,Vocational/Specialised training,Formally employed Private,2,24,0
uniqueid_432,Uganda,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Self employed,8,48,0
uniqueid_433,Uganda,2018,Rural,Yes,Female,Head of Household,Widowed,No formal education,No Income,1,68,0
uniqueid_434,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Dont Know/Refuse to answer,4,21,0
uniqueid_435,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Dont Know/Refuse to answer,5,78,0
uniqueid_436,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,6,46,0
uniqueid_437,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,No formal education,Self employed,5,30,0
uniqueid_438,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,3,23,0
uniqueid_439,Uganda,2018,Urban,Yes,Female,Parent,Single/Never Married,Secondary education,No Income,7,16,0
uniqueid_440,Uganda,2018,Rural,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,5,42,0
uniqueid_441,Uganda,2018,Rural,No,Female,Other relative,Single/Never Married,Primary education,Other Income,6,16,0
uniqueid_442,Uganda,2018,Rural,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,3,39,0
uniqueid_443,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,2,26,0
uniqueid_444,Uganda,2018,Urban,No,Female,Head of Household,Widowed,No formal education,No Income,1,65,0
uniqueid_445,Uganda,2018,Rural,Yes,Female,Head of Household,Divorced/Seperated,No formal education,Self employed,1,52,0
uniqueid_446,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,4,23,0
uniqueid_447,Uganda,2018,Rural,No,Female,Parent,Single/Never Married,Primary education,No Income,6,16,0
uniqueid_448,Uganda,2018,Urban,Yes,Male,Other relative,Married/Living together,Secondary education,Self employed,8,65,1
uniqueid_449,Uganda,2018,Rural,Yes,Female,Parent,Single/Never Married,Vocational/Specialised training,Self employed,10,22,0
uniqueid_450,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,2,25,0
uniqueid_451,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,7,39,0
uniqueid_452,Uganda,2018,Rural,No,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,5,30,0
uniqueid_453,Uganda,2018,Rural,No,Male,Parent,Single/Never Married,Primary education,Other Income,8,17,0
uniqueid_454,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,8,34,0
uniqueid_455,Uganda,2018,Rural,Yes,Male,Parent,Married/Living together,Primary education,Self employed,6,21,0
uniqueid_456,Uganda,2018,Rural,Yes,Female,Other relative,Widowed,Primary education,Self employed,3,50,1
uniqueid_457,Uganda,2018,Rural,Yes,Male,Head of Household,Divorced/Seperated,Primary education,Self employed,1,29,0
uniqueid_458,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,No Income,7,50,0
uniqueid_459,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Other Income,3,60,0
uniqueid_460,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,7,45,0
uniqueid_461,Uganda,2018,Rural,No,Female,Head of Household,Divorced/Seperated,No formal education,Self employed,5,60,0
uniqueid_462,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,6,30,0
uniqueid_463,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,4,40,0
uniqueid_464,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Self employed,7,35,0
uniqueid_465,Uganda,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Self employed,6,34,0
uniqueid_466,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Self employed,6,35,0
uniqueid_467,Uganda,2018,Rural,Yes,Male,Parent,Single/Never Married,Primary education,Self employed,10,19,0
